predict_event,pleasantness,attention,other_responsblt,chance_control,social_norms,% Total Attn
0.001044685603119433,0.8751276731491089,0.0010514743626117706,0.004085685592144728,0.005775465164333582,0.00786928553134203,13.52257987576935
0.2510245442390442,0.0020153888035565615,0.4208967387676239,0.05409644916653633,0.032703615725040436,0.06014838442206383,12.403409871028508
0.02390202321112156,0.04657386988401413,0.017044581472873688,0.013231259770691395,0.010659318417310715,0.017817512154579163,1.9526177492855383
0.029537102207541466,0.11399301886558533,0.02507799118757248,0.0322255901992321,0.023241136223077774,0.030171247199177742,3.8416074675394642
0.002402697689831257,0.8289538621902466,0.002635601907968521,0.005823007319122553,0.0063522919081151485,0.011086500249803066,12.952935765940449
0.01652475818991661,0.1174720823764801,0.016752898693084717,0.038065552711486816,0.03326360881328583,0.029483523219823837,3.8010578737255734
0.04747215658426285,0.3727353811264038,0.03987788036465645,0.023125823587179184,0.013093143701553345,0.03802665323019028,8.073635040945932
0.006976589560508728,0.828082799911499,0.006033215206116438,0.010893162339925766,0.009683758020401001,0.017551034688949585,13.28484667185059
0.09704618155956268,0.0881480947136879,0.14248427748680115,0.18764078617095947,0.1718142032623291,0.13627773523330688,12.441579602235475
0.09284842759370804,0.2957119047641754,0.06534607708454132,0.04656314477324486,0.02783062681555748,0.07914911955595016,9.178437344237683
0.019749872386455536,0.04044797644019127,0.02271144464612007,0.020640339702367783,0.01885070838034153,0.023012971505522728,2.1971660542834957
0.006158591713756323,0.35062462091445923,0.007157902233302593,0.019479352980852127,0.013599641621112823,0.023245330899953842,6.350126683157943
0.04955730254490239,0.3299905560949507,0.06392250695110609,0.03798917952614526,0.03057229317103823,0.03948660815755526,8.333333333333332
