predict_event,pleasantness,attention,other_responsblt,chance_control,social_norms,% Total Attn
0.0017666188068687916,0.8140822649002075,0.0018103531328961253,0.006684744264930487,0.00422829482704401,0.013876929879188538,12.989344030304482
0.22500517964363098,0.002329495269805193,0.48201367259025574,0.055922914296388626,0.03451761230826378,0.05635340139269829,13.200471290922982
0.026004532352089882,0.042786918580532074,0.016973217949271202,0.014975575730204582,0.010339802131056786,0.017827564850449562,1.9875682754095576
0.029082272201776505,0.12800642848014832,0.02446138486266136,0.030669737607240677,0.02421986311674118,0.031351614743471146,4.1289531916871605
0.003879726165905595,0.7612046003341675,0.004089246038347483,0.008554122410714626,0.006144399289041758,0.018584346398711205,12.372713636462151
0.01589301973581314,0.1097148060798645,0.0162105280905962,0.03753244876861572,0.03159862011671066,0.03292873129248619,3.7602471733874268
0.053397178649902344,0.32297590374946594,0.04238732159137726,0.02848758175969124,0.01340558473020792,0.044220782816410065,7.784429757683381
0.010327629745006561,0.7616090774536133,0.008619865402579308,0.016087787225842476,0.00856686383485794,0.02751746028661728,12.839467691462096
0.09796158969402313,0.0854763388633728,0.13777180016040802,0.2047170251607895,0.16809895634651184,0.16019794344902039,13.170888927022622
0.10137607157230377,0.26432010531425476,0.06910146772861481,0.049746446311473846,0.028413869440555573,0.0875193253159523,9.258488217829157
0.02030523680150509,0.052255451679229736,0.023351646959781647,0.021503247320652008,0.019155723974108696,0.025168776512145996,2.4937973355533742
0.006595870014280081,0.316185861825943,0.007552017457783222,0.01915014162659645,0.014135513454675674,0.026406312361359596,6.013630472275612
0.04929957711525882,0.30507893771088374,0.06952854349704769,0.04116931437359502,0.030235425297481317,0.04516276577487588,8.333333333333332
